index,alpha_id,status,queue_status,check_passed,check_note,expression,profile,sharpe,fitness,turnover,returns,drawdown,metric_gate_pass,platform_non_self_pass,self_correlation_status,submission_candidate,platform_pass_evidence,platform_gate_reason,pass_proxy_reason,blocked_reason,simulation_id,failure_reasons
1508,GrkEkOQ5,unsubmitted,not_queued:missing_core_metrics,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(fnd6_mfma2_opeps, 63)/cap, subindustry)-0.5)*rank(ts_mean(volume, 126)/adv20)",near_pass_variant:primary,1.39,1.28,0.0805,0.1057,0.1475,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.28/1.0; LOW_TURNOVER:PASS:0.0805/0.01; HIGH_TURNOVER:PASS:0.0805/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.71/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.28 > 1.0; Turnover 8.05% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,1I0LX27aX4k1adPdyU07gcR,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.28/1.0; LOW_TURNOVER:PASS:0.0805/0.01; HIGH_TURNOVER:PASS:0.0805/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.71/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
8.05%
Fitness
1.28
Returns
10.57%
Drawdown
14.75%
Margin
0.00‱"
1509,O0oKoMlq,unsubmitted,not_queued:missing_core_metrics,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(fnd6_mfma2_opeps, 63)/cap, subindustry)-0.5)*rank(ts_mean(volume, 126)/(1+adv20))",near_pass_variant:primary,1.39,1.28,0.0805,0.1059,0.1467,True,,PENDING,,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.28/1.0; LOW_TURNOVER:PASS:0.0805/0.01; HIGH_TURNOVER:PASS:0.0805/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.73/0.6; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.28 > 1.0; Turnover 8.05% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,LhF7v5LQ589a0QjxIBgRUR,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.28/1.0; LOW_TURNOVER:PASS:0.0805/0.01; HIGH_TURNOVER:PASS:0.0805/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.73/0.6; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
8.05%
Fitness
1.28
Returns
10.59%
Drawdown
14.67%
Margin
0.00‱"
1510,e7Lm7qwp,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ebitda_reported_value/cap, subindustry)-0.5)+(-rank(ts_delta(close, 42)))*0.3",,1.39,1.24,0.0423,0.0994,0.0871,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.24/1.0; LOW_TURNOVER:PASS:0.0423/0.01; HIGH_TURNOVER:PASS:0.0423/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.84/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.24 > 1.0; Turnover 4.23% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.24/1.0; LOW_TURNOVER:PASS:0.0423/0.01; HIGH_TURNOVER:PASS:0.0423/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.84/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
4.23%
Fitness
1.24
Returns
9.94%
Drawdown
8.71%
Margin
0.00‱"
1511,omnxemgJ,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(anl4_ebitda_value/cap, subindustry)-0.5)+(-rank(ts_delta(close, 42)))*0.3",,1.39,1.24,0.0423,0.0995,0.0871,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.24/1.0; LOW_TURNOVER:PASS:0.0423/0.01; HIGH_TURNOVER:PASS:0.0423/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.84/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.24 > 1.0; Turnover 4.23% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.24/1.0; LOW_TURNOVER:PASS:0.0423/0.01; HIGH_TURNOVER:PASS:0.0423/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.84/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
4.23%
Fitness
1.24
Returns
9.95%
Drawdown
8.71%
Margin
0.00‱"
1512,e7nmkZ3N,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(operating_expense/cap, subindustry)-0.5)+(-rank(ts_delta(close, 5)))*0.3",,1.39,1.24,0.1534,0.1229,0.1471,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.24/1.0; LOW_TURNOVER:PASS:0.1534/0.01; HIGH_TURNOVER:PASS:0.1534/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.1/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.24 > 1.0; Turnover 15.34% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.24/1.0; LOW_TURNOVER:PASS:0.1534/0.01; HIGH_TURNOVER:PASS:0.1534/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.1/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
15.34%
Fitness
1.24
Returns
12.29%
Drawdown
14.71%
Margin
0.00‱"
1513,78Jgzxj2,unsubmitted,not_queued:missing_core_metrics,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_neutralize(ts_rank(anl4_fs_detail_estimates_advanced_af_nd_ebitda_low/cap, 252)-0.5, subindustry)",near_pass_variant:primary,1.39,1.19,0.0852,0.091,0.0831,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.19/1.0; LOW_TURNOVER:PASS:0.0852/0.01; HIGH_TURNOVER:PASS:0.0852/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.07/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.19 > 1.0; Turnover 8.52% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,2tBBENc6a4RrabZrVYqgsAb,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.19/1.0; LOW_TURNOVER:PASS:0.0852/0.01; HIGH_TURNOVER:PASS:0.0852/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.07/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
8.52%
Fitness
1.19
Returns
9.10%
Drawdown
8.31%
Margin
0.00‱"
1514,wp5V7GJp,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(anl4_ebitda_value/cap, industry)-0.5)*0.7+(-rank(ts_delta(close, 8)))*0.3",,1.39,1.19,0.1812,0.1339,0.1019,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.19/1.0; LOW_TURNOVER:PASS:0.1812/0.01; HIGH_TURNOVER:PASS:0.1812/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.02/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.19 > 1.0; Turnover 18.12% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.19/1.0; LOW_TURNOVER:PASS:0.1812/0.01; HIGH_TURNOVER:PASS:0.1812/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.02/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
18.12%
Fitness
1.19
Returns
13.39%
Drawdown
10.19%
Margin
0.00‱"
1515,JjnaWPLW,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(capex_to_total_assets,252)/cap,sector)-0.5)*rank(ts_mean(volume,63)/adv20)",,1.39,1.17,0.0679,0.0881,0.0664,True,,PENDING,,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.17/1.0; LOW_TURNOVER:PASS:0.0679/0.01; HIGH_TURNOVER:PASS:0.0679/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.43/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.17 > 1.0; Turnover 6.79% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.43 is below cutoff of 0.60.

Aggregate Data:
Sharpe
1.39
Turnover
6.79%
Fitness
1.17
Returns
8.81%
Drawdown
6.64%
Margin
0.00‱"
1516,d5de8EZY,unsubmitted,not_queued:missing_core_metrics,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, market)-0.5)+(-rank(ts_delta(close, 126)))*0.25",near_pass_variant:primary,1.39,1.14,0.031,0.084,0.0808,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.14/1.0; LOW_TURNOVER:PASS:0.031/0.01; HIGH_TURNOVER:PASS:0.031/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.77/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.14 > 1.0; Turnover 3.10% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,188zRdgJM4is9CN3LGfii9J,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.14/1.0; LOW_TURNOVER:PASS:0.031/0.01; HIGH_TURNOVER:PASS:0.031/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.77/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
3.10%
Fitness
1.14
Returns
8.40%
Drawdown
8.08%
Margin
0.01‱"
1517,KPnRAWJl,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(operating_income/cap, subindustry)-0.5)*0.7+(-rank(ts_delta(close, 8)))*0.3",,1.39,1.13,0.1702,0.1119,0.1022,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.13/1.0; LOW_TURNOVER:PASS:0.1702/0.01; HIGH_TURNOVER:PASS:0.1702/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.96/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.13 > 1.0; Turnover 17.02% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.13/1.0; LOW_TURNOVER:PASS:0.1702/0.01; HIGH_TURNOVER:PASS:0.1702/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.96/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
17.02%
Fitness
1.13
Returns
11.19%
Drawdown
10.22%
Margin
0.00‱"
1518,KPkElxwg,unsubmitted,not_queued:checks_not_passed_missing_core_metrics,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(fnd6_rea,126)/cap,market)-0.5)*rank(ts_mean(volume,63)/adv20)",arch_delta_liquid:primary,1.39,1.12,0.0571,0.0818,0.0889,True,True,PENDING,True,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.12/1.0; LOW_TURNOVER:PASS:0.0571/0.01; HIGH_TURNOVER:PASS:0.0571/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.86/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.12 > 1.0; Turnover 5.71% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,26nHblaCx50raeIFpIfU5oa,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.12/1.0; LOW_TURNOVER:PASS:0.0571/0.01; HIGH_TURNOVER:PASS:0.0571/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.86/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.39
Turnover
5.71%
Fitness
1.12
Returns
8.18%
Drawdown
8.89%
Margin
0.00‱"
1519,d5dAlr9g,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(mdl177_growthanalystmodel_qga_epscapex_alt, 42)/cap, subindustry)-0.5)*0.8+(-rank(ts_delta(close, 126)))*0.2",,1.39,1.09,0.1172,0.0773,0.0825,True,,PENDING,,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.09/1.0; LOW_TURNOVER:PASS:0.1172/0.01; HIGH_TURNOVER:PASS:0.1172/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.56/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.09 > 1.0; Turnover 11.72% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.56 is below cutoff of 0.60.

Aggregate Data:
Sharpe
1.39
Turnover
11.72%
Fitness
1.09
Returns
7.73%
Drawdown
8.25%
Margin
0.00‱"
1520,j21gq0gZ,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_neutralize(ts_mean(((group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)+(-rank(ts_delta(close, 126)))*0.20), 126), sector)",,1.39,1.07,0.0132,0.0735,0.0722,True,,PENDING,,,LOW_SHARPE:PASS:1.39/1.25; LOW_FITNESS:PASS:1.07/1.0; LOW_TURNOVER:PASS:0.0132/0.01; HIGH_TURNOVER:PASS:0.0132/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.3/0.6; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.39 > 1.25; Fitness 1.07 > 1.0; Turnover 1.32% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.30 is below cutoff of 0.60.

Aggregate Data:
Sharpe
1.39
Turnover
1.32%
Fitness
1.07
Returns
7.35%
Drawdown
7.22%
Margin
0.01‱"
